MsgID,MsgBody,roberta_sentiment
'ky7tk08',run isp confident know way isps responsibility provide perfect wifi impossible theres thing call physics attenuate signal customer device problems interference etc hardwired speed thing support wifi youre basically even use isp own gear help troubleshoot things never promise specific speed wifi impossible device pull mbps thats isps fault maybe pull mbps best case wifi maybe gig promise figure best case scenario every wall object path device router attenuate signal mean lower speed youre seriously entitle misinform think otherwise grow learn wifi work comment,Neutral
'ky7wbzh',share facts youre free refute evidence cant im right google prove,Neutral
'ky7wxn1',centurylink promise guarantee speed via wifi ill wait one say hardware best theyre obligation provide best highest perform wifi theyre internet provider hardwire speed thing support wifi always best effort sorry youre mad youre wrong im right isp,Neutral
'ky7y8af',sure read fine print go xfinity first price introductory rat go year two later second generally tb cap pretty sure vary state third may month qf rat often price life cap,Neutral
'ky7yd3b',also confirm work without issue area friends house stupid give issue gpon,Neutral
'ky82t69',end go xfinity friends say fine get plan decent,Neutral
'ky83xpd',sign xfinity rent modem include cost plan long anyways month contract include modem free good enough cost qf way high even mean could get work without leave apartment router modem already instal referral code give measly gift card agree telecom company need tighter regulations lower price high speed internet necessity everyone telecom company take taxpayer money spend fraction actually build infrastructure pocket rest charge us use,Neutral
'ky84oor',confirmation get say rate waive modem rental fee lock months rent modem also cap qf actually offer would go instead give overprice rate apparently lock build,Neutral
'ky8x39d',complex try find something,Neutral
'ky90tgk',century link life sign fiber switch sister company qf raise per month even though sign life price bs report state attorney general office,Neutral
'ky91a1y',raise mine even though sign month life report state ag,Neutral
'ky936h2',reproducible areas share issue yes isnt eye clearly deceive guy side orlando wan lease release also doesnt randomly give expect throughput anytime decide refresh even one even split logic everyone post delusional lumens backend axon contract hardware perfect mistake edit seriousness actually concrete proof axon make part problem ill end post soon video format,Neutral
'ky95c5u',send chat,Neutral
'ky9xeh6',get centurylink fiber utah consistently get wire need check modem make sure ok try another speed acceptable price,Neutral
'kya28ai',entirely sure recommend use google nest routers plug didnt make difference go call tomorrow see replace box,Neutral
'kya9j7u',know troubleshoot something shouldnt even issue due faulty firmware olt setup correctly pretty insane,Neutral
'kya9nek',im right really dont understand ego things like,Neutral
'kyaak8h',hold rest button sec release,Neutral
'kyaj9vd',guess youre use thousand things reduce performance nothing isp need try use ethernet connection start blame centurylink,Neutral
'kyayfax',cape coral consistently get around switch gig plan,Neutral
'kyb1o0s',device ethernet throughout apartment,Neutral
'kyb1r3l',share database two entirely different systems,Neutral
'kyb5jpr',need try move pod pod feet apart unobstructed pod closer less prob feet though,Neutral
'kyb637q',take look see find,Neutral
'kyb65rz',different ethernet cord ethernet light light devices plug since light blink try factory reset need hold button til power light front turn different color,Neutral
'kybmpo9',speed expect mbps plan,Neutral
'kybrsa2',centurylink fiber southern scottsdale arizona since october typical us im use modem let mikrotik router handle pppoe hardwired computers couple ubnt aps wireless devices weve one single outage note sunday morning couple years ago maintenance window go sideways five hours solid ever since never trust gear like others get gw replace see help ill bet,Neutral
'kybte4y',completely miss point shouldnt impact throughput without wire connection reset statistics table ont improve throughput normal level bring line areas lumen deploy specific hardware likely techs actually confirm issue gpon deployments state wire throughput also lag behind slow ramp unless table clear test directly plug via wire ive wire completely bottleneck transparent bridge mode fix reboot reseat gpon hard see issue plan bottleneck via axon,Neutral
'kybtiyh',xgspon setup friend completely immune miles road seem impact setup specific area,Neutral
'kybv0w8',éñ perhaps switch another isp might help believe isps service like like mbps,Neutral
'kybyipw',starlink available like hardware month service guarantee speed lol,Neutral
'kybznki',connect cable internet,Neutral
'kyc9u00',multigig may july,Neutral
'kycb86d',try put floor see work many pod story sq ft house need give us put one floor,Neutral
'kycgdj9',qf gig wish multi gig lol,Neutral
'kychdhg',fiber eventually use wifi hardware,Neutral
'kychhcy',able check plan availability curious itll ever area,Neutral
'kychqcs',currently gig anytime soon build upgrade ive even see timeline yet doesnt mean doesnt exist though,Neutral
'kychx06',thank,Neutral
'kycpfag',cost gigabit go denver still brand centurylink,Neutral
'kycxqw2',also wire always regular,Neutral
'kyd05hi',test phone pod internet app display result turn wifi phone use app see,Neutral
'kyd0xjd',ethernet,Neutral
'kyd1wxk',physically check wire connection gateway computerand check ethernet negotiate baset fyi mac apple menu settings network connect network click detail click hardware check speed,Neutral
'kyd1zex',hear might see hardware wifi till end start,Neutral
'kyd5p5t',centurylink speed test end modem ont,Neutral
'kydngtr',area urgency intense people show years run fiber,Neutral
'kydo6n8',door door target dependent whether someone boss usually tell high priority ie new turn provide lead mn people door door come within month fiber become available say everywhere,Neutral
'kydy55x',southern suburbs denver udmpro connect ont network extend away cl supply gear get never outage hardwire connection kicker maybe get hardwire issue resolve get set get need,Neutral
'kye0ztz',would check,Neutral
'kye1n8j',tech set pod,Neutral
'kye9wcl',quantum fiber app log account check equipment,Neutral
'kyehhaw',equipment junk want latest greatest technology standard even adopt wouldnt purchase get something depend work,Neutral
'kyeii9s',sure udm run test see differences ping option easy way options use use,Neutral
'kyejgxg',think say hardware revision image matter issue occur across applications network include ping test windows,Neutral
'kyejvnn',reset bottom side unit iirc configure dchp address use bridge theres old thread sub,Neutral
'kyekviz',use work connect computer directly manually assign ip computer subnet https subnet mask https try still work manually set gateway without manually assignment always hit miss also start browser without plugins plugins run try validate site safe may get stick allow connection,Neutral
'kyel33w',modem smart nid start ip,Neutral
'kyesrmn',centurylink routers gateways awesome say equipment junk,Neutral
'kyet947',expand mimo tech ax wifi newer rely multiple rf paths create signal diversity cant youre close signal source,Neutral
'kyeu6j4',doesnt matter private ip address range use router since public ip address middle prevent packets rout two private network,Neutral
'kyexy96',ive read two possibilities keep exist equipment happen market arent deploy move smart nid combo apparently enable transparent bridge whichever get ditch pppoe move ipoe dhcp,Neutral
'kyftddp',enable transparent bridge cl provide versus remove altogether,Neutral
'kygh1mz',matter though ive people whose devices start prevent party router work,Neutral
'kygi5n3',know much latency ip destination residential internet provider promise gon na guess nada zip,Neutral
'kygtuyh',like would use equipment communication devices errors opinion,Neutral
'kyh4moc',issue would throw bridge mode use router felt way first service instal year ago stop let work act bridge passthrough calix outside convert fiber ethernet ethernet feed bridge feed orbis issue may better way go always call quantum get tech still luck see move calix combo severe issue calix move tech find fiber completely break limp come conduit run brand new line never know worth try sure service work phenomenally set correctly opinion without use way want use,Neutral
'kyhcjf4',agree something wonky would continue push tech charge worth shoot issue get move hot phoenix garage inside home charge understand concern note circumstances would cost wish luck know frustrate want pay,Neutral
'kyhd9wt',principle matter im one orlando metro area problem guy clearly hook different might identical topology wan reset within mins apart get rx back olt less really good connection yet issue worse since hes actually pay consider bump plan wont touch anything fix,Neutral
'kyhd9wt',principle matter im one orlando metro area problem guy clearly hook different might identical topology wan reset within mins apart get rx back olt less really good connection yet issue worse since hes actually pay consider bump plan wont touch anything fix edit pull pod run throughput test wire wireless connections issue remain pure lumen hardware pod stat reset gui fix like im deal interference rf electrical issue clearly relate ont something go topology side upload wire stop lag wireless throughput improve significantly click button lose argument blame anything else admit laugh good half hour discover,Neutral
'kyhgen8',hardware mediatek wireless backhaul use pon soc reason main cpu seem weaker nda fcc end weeks ago would say passable dont hardware assume theres bug another axon design https https clue wouldnt use mediatek recommend hardware cpu end prob cost cut linearity hardware make lumen like pon cpu hardware end help ont side throughput least shouldnt onts pod variant airoha formally econet controllers one go lower speed tiers bridge main big upgrade current hardware radio variant realtek controllers assume,Neutral
'kyhgen8',hardware mediatek wireless backhaul use pon soc reason main cpu seem weaker nda fcc end weeks ago would say pretty passable dont mimo hardware main radio assume theres bug another axon design https https clue wouldnt use mediatek recommend hardware cpu end prob cost cut linearity hardware make lumen like pon cpu hardware end help ont side throughput least shouldnt onts pod variant airoha formally econet controllers one likely go lower speed tiers bridge main big upgrade current hardware radio variant realtek controllers assume,Neutral
'kyhqnxo',certainly sound like normal behavior tester like give pm take look see see anything obvious,Neutral
'kyhx7xk',usually,Neutral
'kyhx8yj',take gpon wont get reg rather realtek port assume multi gig,Neutral
'kyi2bj5',issue different cant remember issue one want look something pm,Neutral
'kyii2sp',thats position well remove altogether im wonder people like instead keep cl modem equation enable transparent bridge,Neutral
'kyircz2',website say rate apply instant internet case,Neutral
'kyiy4vk',get,Neutral
'kyj661v',change plan therefore price go crazy extra way better internet warrant go state complain case state attorneys laugh karen,Neutral
'kyjajm3',link back olt offer maximum service port limit around,Neutral
'kyjfzwf',maximum rate gpon offer especially etc,Neutral
'kyjg5nw',gpon assume smartnid,Neutral
'kyjghn9',read another thread quantum connections gpon may assume incorrectly correct information yep smartnid also question know smartnid support wan aggregation,Neutral
'kyjh15a',depend area legacy deployments gpon youre newer area likely second port use different controller wire marvell design,Neutral
'kyjrvz1',know mom live craven co nc telephone landline service go weeks need phone schedule appt repair tech day arrive receive text brightspeed advise cancel repair ticket outage area would keep update via text hear nothing call make initial appt ask outage tell tech arrive find issue inside home charge course say fine mom need phone phone weeks expect compensation brightspeed rhetorical anyone idea contact continue get automate response get live person speak issue,Neutral
'kyjus0f',ask one last question play chance know put passive mode increase speed reason im get gb per second gb per second pay gigabits per second,Neutral
'kyjuu8j',isp fail mention speed limit current traffic splitter fiber deploy att boast next thing know customers subscribe service service call service call begin limit number sub leave people stick max,Neutral
'kyjv8ro',generally depend saturation would test via like see kinds speed youre get direct unit able get consistently one else olt pump transparent bridge mode improve throughput wont significant dont xgs let alone plan p find kinda strange lumen choose number give consumer nics currently upcoming wifi router dual realtek controllers though consumers obviously need high end mobo add card use gb speed tiers effectively,Neutral
'kyk1xrc',issue lg tv qf qf app turn guard mode privacy mode device,Neutral
'kyk2g85',issue even take lg back exchange hook old tv wifi store work perfect new one home problem piece together enough info thread fix qf app turn guard mode privacy mode tv minute boot issue lg,Neutral
'kyk6vb9',also msp high latency right get ping wifi normally,Neutral
'kyk8zf4',right,Neutral
'kyk93di',legacy area sadly plan yet upgrade area however google fiber let see first offer,Neutral
'kyk9irh',husband cox cable live va beach never complaints spectrum lee county nc hit miss,Neutral
'kykbxjn',spring wonder entire area maybe underline come cos light fire cl fix,Neutral
'kykjxah',someone come tomorrow check ask replace modem finger cross thank input,Neutral
'kyknmsz',see reason cant use standalone assume would give base mutligig pass everyone else seem redundant lease hardware gpon customers natively backhaul tell basically wifi upgrade already except linear radio hardware exchange modern mediatek,Neutral
'kykos9z',refund us part monthly cost,Neutral
'kykowgy',shock timeline,Neutral
'kykvvyw',physical port connect anything ac power outlet back like pod smart nids,Neutral
'kykw2i5',theres dual aihora nics layout current expect chunkier beefy copper internal heatsinks huge fan exhaust back plug side think misunderstand say p mean standalone doesnt need function yeah know edit clarify see extension dont believe give everyone give redundancy hardware rather non customers current standard significantly weaker hardware vs even cpu end,Neutral
'kym33mt',top two box copper lower one pole,Neutral
'kym3kda',thank,Neutral
'kyo5uqv',sorry hear youve experience issue service installation please feel free send us chat happy look,Neutral
'kyo62h5',sorry hear youve experience issue internet speed please feel free send us chat happy look,Neutral
'kyo7fp3',either system optimize every night even contractor could different day install,Neutral
'kyo7k9m',reply,Neutral
'kyog9f5',need switch quantum seattle soon let us know go,Neutral
'kyogrfb',bet,Neutral
'kyox9n0',post picture context,Neutral
'kyozju7',im try post picture luck,Neutral
'kyp0ch1',best guess perhaps like ethernet connect computer sleep see counter wake guess would helpful see see,Neutral
'kyp49ep',im sure problem picture log click modem status click ethernet status right show total bytes rx total bytes tx rx bite rate kbps tx bite rate mbps link uptime days like say never hour two thank response,Neutral
'kyp5p10',use router properly implement vlan tag port pppoe authentication username password pppoe centurylink support provide vlan tag sometimes find configuration page name iptv may need look centurylink insist call gateway modem plain old ethernet router need transparent bridge mode would find gateway device incorporate dsl modem smartnid build router capabilities centurylink fiber areas already migrate ipoe require authentication router well switch quantum require vlan tag though wont hurt anything try use pppoe authentication even area use dont connect try without pppoe,Neutral
'kypf388',would like get old cl number well,Neutral
'kypoj2g',quantum like cl dont static anymore support really shoddy tunnel block still link dynamically assign get really possible except commercial customers,Neutral
'kypowpp',issue think issue servers game im currently play either identify fix,Neutral
'kypp1x4',unfortunately try push something,Neutral
'kypu9ed',believe get market expansion line anymore would actually connect service specific exchange,Neutral
'kypujss',mind pay month service whatever ont already phone jack explore possible alternatives contact cl support try verify whether request specific number case get misinform support agent,Neutral
'kypvol0',clarify mean connect specific exchange would live general area childhood home work serve central office fiber might complicate may use pool number old pot switch certain,Neutral
'kyqdjbb',installer able make length fiber house extra long may want move nid another location sometime future,Neutral
'kyqjww9',better mine im literally get plan quantum live chat people say everything work fine get service consider cancel,Neutral
'kyqkjp2',idea could remove cl entirely would need another modem plug directly deco never fiber,Neutral
'kyqoenz',able test wire connection,Neutral
'kyrx1p3',sorry hear youve experience issue internet service please feel free send us chat happy look,Neutral
'kys161i',issue even go call step get internet brief moment back smart tv signal internet green light full bar,Neutral
'kys207s',fast end node go friend try use faster laptop wifi card build ive internet since see everyday people drive autobahn pinto,Neutral
'kysop7e',gig plan weeks ethernet get wifi next wire pod modem get mbps sure im get less mbps wifi right next pod modem,Neutral
'kysxslt',fiber good grandfathered enough,Neutral
'kytd97k',look,Neutral
'kytfmmf',get price life read disclaimer may start charge pod extra point,Neutral
'kytj3eu',sign last year price life offer,Neutral
'kyton79',buy long ethernet cable,Neutral
'kytoz5n',wonder much would cost get really long ethernet cable run room could viable option rent house im sure invaisiveness,Neutral
'kytp3ol',long cable,Neutral
'kytpyek',amazon try tuck carpet meet wall even string overhead lay across floor put carpet,Neutral
'kytq8sb',prefer get professionally instal wall clue stuff even realistic us,Neutral
'kytqk48',pod,Neutral
'kytr297',pod provide qf prove unreliable us plenty situations device would choose furthest away pod suffer performance wise,Neutral
'kyts9qj',put one pod downstairs computer hardwire shouldnt switch wifi pod connect may solution may work better wifi,Neutral
'kyts9qj',put one pod downstairs computer hardwire shouldnt switch wifi pod connect may solution may work better wifi also odd odd like many pod,Neutral
'kytt5qn',morning panic purchase pair asus amazon try would accomplish suggest im kind network noob read wireless backhaul decide give shoot easy return,Neutral
'kytu1xl',end give hardware later might work config one backhaul higher output power current pod simplest solution right would try two routers high power media bridge one phone connect main router second router less high power bridge cable give comparable ping maybe wire like asus pro would solution solution gen bcm hardware max fcc power limit prone less interference run lower power impact range throughput,Neutral
'kytu1xl',end give hardware later might work config one backhaul higher output power current pod simplest solution right would try two routers high power output media bridge one phone connect main router second router less high power bridge cable give comparable ping maybe wire like asus pro pro would solid solution gen wifi bcm hardware max fcc power limit main radio prone less interference run lower power impact range throughput depend environment highly congest areas benefit higher power benefit party hardware solid connection without band steer remain vice versa dont know plan unlock hardware future present,Neutral
'kytu9qq',many variables,Neutral
'kytvb0y',test hardware design asus asus usually better ping tplink hardware make sure main radio mimo high ping,Neutral
'kytvb0y',ive test hardware design asus asus usually better ping tplink hardware general functionality make sure main radio mimo high throughput power limit vary ones mention fcc limit,Neutral
'kytw4a5',seem firmware bug conflict hw push lower ul throughput unless one four methods fix connection look fine end less confirm unit reset seem something packet throughput would guess firmware problem,Neutral
'kytw4a5',seem firmware bug conflict hw push lower ul throughput unless one four methods fix connection look fine end less confirm unit reset seem something packet acceleration doesnt matter im use full lumen axon hardware combination,Neutral
'kytxy9y',router vlan tag get pppoe information centrylink plug ont buy linksys buck ebay also mesh router,Neutral
'kyu6mdu',switch quantum get pod wait till july could get new wifi pod,Neutral
'kyu8vkc',coaxial room could use moca adapter,Neutral
'kyudw8v',pay buck life mn gon na force switch,Neutral
'kyue3zf',think matter anymore since ctl fiber line voip could wrong hard keep change past years,Neutral
'kyuevrj',anytime soon probably eventually tho,Neutral
'kyuf2fg',reason sign first place sales person tell would price life area maybe year last state apparently plan include inform isnt quantum fiber exact service century link,Neutral
'kyug3ig',type vlan tag need solution seem much better ghetto brand eol shit pppoe info already,Neutral
'kyug3ig',type vlan tag need solution seem much better ghetto brand eol shit pppoe info already thank info,Neutral
'kyug97v',tag,Neutral
'kyugktc',centurylink still try though,Neutral
'kyugxr7',sirrrrr,Neutral
'kyumat2',run ethernet cable hire low volt company try https look low volt contractor,Neutral
'kyuovak',ethernet cable wall big deal pay two fiber connections would quickly surpass cost hire electrician put ask landlord permission roommate even move ont skip run cable room two wall jack,Neutral
'kyv7ek3',fix yet,Neutral
'kyvezfb',notice thing drive crazy first time notice spend hours try different things assume something end definitely something end seem switch xfinity mistake guess infrastructure unable handle high demand night rapidly expand residential suburbs load get higher promise low latency game ads see latency night day also packet loss phone number guy go around door knock try sell quantum area finish hang wire poll text guy see get response guess though,Neutral
'kyvezfb',notice thing drive crazy first time notice spend hours try different things assume something end definitely something end seem switch xfinity mistake guess infrastructure unable handle high demand night rapidly expand residential suburbs load get higher promise low latency game ads see latency night day also packet loss phone number guy go around door knock try sell quantum area finish hang wire poll text guy see get response guess though really hope issue able fix funny guy say bet get promise speed choose plan say get promise get time day even run speed test within wifi app show durning congest time pay plan joke honest,Neutral
'kyvf52y',use cat instead cat cat limit mbps,Neutral
'kyvim1y',company different systems tech guarantee anything may change price life eventually choice switch quantum centurylink primarily dsl side try switch customers quantum fall lumen rebranded name hold breath,Neutral
'kyvy69a',guess transparent bridge mode isnt transparent router allocate class private address shouldnt encounter problems switch quantum,Neutral
'kyw1prv',drill run patch paint,Neutral
'kyw4f8u',tv cable call xfinity could activate internet hours,Neutral
'kywf43a',get info ton customers run servers first im hear,Neutral
'kyx4zzc',obtain landlord permission,Neutral
'kyuqtzf',offer take advantage,Neutral
'kyxkjwb',see leave side screen put address,Neutral
'kyxpc8t',right give neighbor address show right,Neutral
'kyyg5gk',quantum fiber port entry outside house push ethernet cable wiggle fix internet quite absurd,Neutral
'kz0nkoc',problem fix turn advance iot protection wifi app,Neutral
'kz0wd1a',current setup get high dont want pod wire house cat cat depend run force quantum still want ont also phone use dream pro,Neutral
'kz1lbyd',receive notice upcoming change centurylink products service offer begin may longer offer secure wifi service currently include modem,Neutral
'kz2pna2',consider roll decade use rd time go single stack,Neutral
'kz3263q',think leave ont simplest solution pod ethernet hook downstairs computer pod try depend distance might completely adequate need next best solution depend rent approximate year house build far away two room number floor common wall share etc unfinished basement almost solution better move ont router leave get wire downstairs wireless upstairs plus crapshoot get competent installer fiber line different topic hard run ethernet cable room take someone experience right tool many geeks do countless time home home ask around circle please update us,Neutral
'kz3cohh',recently switch cl quantum disappointment support turn udmp lose internet day later maybe quantum something everyone transition pppoe,Neutral
'kz3fvao',amplifi router actually keep qf router put transparent bridge get tiny pc use opnsense instead,Neutral
'kz3ilt3',stumble ridiculous situation get unifi dream router recently want get static ip course cant havent able years apparently cl seem marry shamble along every last bite legacy equipment bitter end understand cl hang old gear native major reason stick rd must reason still dont get native quantum fiber service suppose new shiny apparently depend legacy backend dont know else explain im use dynamic dns service get around work fine far ideal yet another thing maintain get job do,Neutral
'kz3sziq',still support settings cl fwiw,Neutral
'kz49d21',figure exactly wrong im super happy get bond vdsl super reliable minor complaint dslam backup battery case theres power outage theres internet,Neutral
'kz4f2th',someone would call,Neutral
'kz4t51c',fiber status light dark would bring home fiber tester think upc think apc connectors,Neutral
'kz53bez',fiber digital terminate home ethernet port modem need standard router support vlan tag port good quality router sell new support know centurylink call routers modems modem device modulate demodulate data especially transmission analog connection since gigabit passive optical network gpon digital modulation use send data modem router optical network terminal ont isnt modem either merely bridge digital optical connection digital copper ethernet connection tldr buy router do decent quality one vendor like asus netgear reliable highly unlikely cause service problems unlike lowest bidder junk provide internet service providers,Neutral
'kz56t4z',need pppoe creds,Neutral
'kz57vxx',look tomorrow pm interest,Neutral
'kz5bcys',speak send email,Neutral
'kz5bf22',initially confuse haha ill take peak tomorrow ya,Neutral
'kz5z0ii',bobudisconlated plz add edit solution,Neutral
'kz5z6j4',edit add solution,Neutral
'kz66jqs',pay bond dsl get solid wifi via asus router,Neutral
'kz6h7kw',think dsl great dont know great internet,Neutral
'kz6huz4',sit stream,Neutral
'kz6jh5s',stream multiple room time try run home server sort,Neutral
'kz6kcbp',x apple tvs wfh adults gamer teen weather station push data web security system work fine us contract thank pay something need,Neutral
'kz7484l',issue ever solve problem,Neutral
'kz7w8xn',speed suppose get,Neutral
'kz8vs5z',msp area deal even packet loss peak around daily years centurylink quantumfiber across various fiber terminals routers see post https info,Neutral
'kz8wp64',jump ask question unfortunately eliminate packet loss issue experience least use case also msp area directly connect via ethernet smart nid still experience consistent pack loss ive also multiple fiber terminals previous one centurylink upgrade quantum numerous routers though router effectively rule issue follow hardware change ive script packet loss test ping http regularly via device ideal test since ping theoretically drop packet lose strongly correlate personal experience call even follow nearly cyclical pattern spike packet loss even start around peak around fade well midnight happy include data experience packet loss span,Neutral
'kz92i58',guess fiber pedestal,Neutral
'kz99mll',im back get router since centurylink fiber come little poe adapter realize go straight ethernet get think maybe could run right new router maybe dont need modem turn thats true apparently people figure https https already wish id know im use isps rely modem assume one box put shelf long storage,Neutral
'kz9dst5',go back still slower wifi im get wireless devices sure change worth month flat bill everything matter hard wire office dont notice lack speed wireless devices work flawlessly,Neutral
'kz9p8sj',settings want use slow tunnel tunnel dhcp disable prefix prefix length border router mask mtu pppoe ttl,Neutral
'kz9w9gz',use router mine support,Neutral
'kza5n0o',activate wrong address mins accord wife,Neutral
'kzagbej',firewall service use routers gateways provide centurylink nothing access password device best thing learn avoid risky link web sit use best browse practice similar products available feel need something like,Neutral
'kzauqbt',absolutely track couple years test speed take video screen shots throttle suggest everyone class action first start would call report slower speed way would fix would modem would reset go call tell log believe throttle tell wire issue would send someone deem becuse something else would pay call repair however reset modem speed come back wire speed since get ready take legal action high speed fiber believe also own centurylink available,Neutral
'kzb1u4t',finally since keep texting,Neutral
'kzb35gs',thats nothing ont r rd long ago replacements either eol close never contact know people would really like get calix replace know reason r rd hardware implementation calixs end fix one thing break something cause problems get solid signal concern speed since connection important speed,Neutral
'kzb4cor',tell firmware issue hw conflict fairly stable otherwise,Neutral
'kzb6nim',send picture light,Neutral
'kzbbhdi',strange set today use erros router fttp notice drop speed sit around playstation network test,Neutral
'kzbfy8x',reply good know reason concern didnt even know secure wifi get email centurylink seem like live without long browse safe sit,Neutral
'kzbgg41',contact quantum talk someone tell basically exact service send technician switch socket cant remember call also open honest price life deal say really shouldnt call price life never move change service way miss bill payment also could go pod something could possibly attach wifi system also say turn use modem anyways make switch would probably since least somewhat price life guarantee save month pay also say eventually everyone century link switch quatum fiber matter time anyways might well switch quantum switch different provider,Neutral
'kze37lb',live rule area year old home,Neutral
'kzetz88',say could anything,Neutral
'kzfe3dd',disable tunnel mine cause max speed connection could get peak hours latency though,Neutral
'kzhz785',inside wire protection complain cs reps theyll drop trouble isolation charge side note try plug modem directly nid outside see issue go away able open screwdriver open test jack plug issue go away inside wire doesnt ctl fix anyway,Neutral
'kzk5312',fec far reid solomon corrections issue incrementing indicative line fault could basic resistive line fault capacitive style fault take swag would bet bridge tap either outside inside home,Neutral
'kzlyo49',long take fix internet ever im go process ive receive message past week end seemingly,Neutral
'kzmrlu9',possible create ticket us relocate ont tell put comment know aware drill hole somewhere use exist one run fiber house box side house,Neutral
'kzmrr4h',put smurf tube pull line run sc fiber line hope tech come will run new line locate listen gut totally possibility,Neutral
'kzmy1lb',much available bandwidth use fec far end correctable errors may may matter max speed line handle purchase meg leave correct errors problem max speed available house purchase correct tons fec errors see support line tell percent available bandwidth purchase,Neutral
'kzn0854',ever get work load try everything reddit lol,Neutral
'kzn1dm9',ill see get queue tomorrow wonder long lead time,Neutral
'kzn1id3',already run fiber patch connectors need bypass exist ont connect,Neutral
'kzo5cup',call back tell right like do first time,Neutral
'kzohfy5',days fix delay days longer tell would try get fix thankfully take outage days bill though,Neutral
'kzowf96',google bite find tidbits info people figure sfps,Neutral
'kzozq4p',catch cl transition quantum due time force migrate unless go different route plan,Neutral
'kzpccc7',catch also upgrade also pay month rumor centurylink customers see rate increase start month sign online dont make install appointment next day bunch step miss make simple swap install hours installer phone support additionally theres chance service drop cntlk actually process disconnect quantum see happen support back minutes,Neutral
'kzpdymy',plan,Neutral
'kzpim6g',go multi gig one gig ethernet copper borrow,Neutral
'kzput5z',fiber increase mbps symmetrical month still cap unlike comcast options price,Neutral
'kzqxy7u',amaze price first sign mbps symmetrical cant remember mbps symmetrical come per month switch general really dont need extra speed get mbps symmetrical price keep price life might well,Neutral
'kzqy635',hear someone thing book install next week plan downtime case issue also cancel plan centurylink handle quantum since apparently company also get wifi dont need figure start charge,Neutral
'kzqy88o',like make sense switch price life may last start force people,Neutral
'kzqyfem',want get hold cl online let know transition q set whatever day need four wifi pod dont get charge get,Neutral
'kzr0pw6',suggestion talk cl follow qs wifi modules thats interest language sign seem suggest point could start charge equipment assume rental fee waive certain period months,Neutral
'kzr8uzf',plan oh nooooo actually doesnt bother three fiber options house centurylink metronet google fiber even best value,Neutral
'kzranvb',believe pod wilt turn rf internet connection many many devices network majority wire wire devices connect hardware switch unaffected client wireless pod affect,Neutral
'kzrfzeg',rebranded fiber go cl quantum use isp router even change eero pros skip isp router use dhcp vlan tag,Neutral
'kzrhhh2',customer years,Neutral
'kzribuy',get distract type centurylink quantum use dchp vlan tag port router like eero pro set use skip isp router,Neutral
'kzrk0iz',happen sell customer brightspeed quantum move market still settings,Neutral
'kzrkune',need different equipment unless want however migration tech make sure ont port already program quantum leave sometimes cl service go awhile qf come,Neutral
'kzrsjej',real change pppoe ipoe fiber stay change network direction,Neutral
'kzrv11y',exactly like experience work fine since chat person thing think might dare turn issue,Neutral
'kzrzs7u',already switch unless ont eventually go last forever otherwise,Neutral
'kzs3i32',get centurylink fiber setup ping server city reason dont anymore route another state south,Neutral
'kzs47nr',long able eliminate end theres reason likely due bgp traffic optimization isps constantly monitor network performance may reroute traffic balance load avoid congest link improve overall network performance link failures link isps fail degrade bgp automatically select alternative rout maintain connectivity result route change policy change isps may adjust rout policies prioritize certain type traffic comply regulations optimize peer agreements change peer agreements new interconnection arrangements isps lead modifications bgp rout paths network maintenance schedule unscheduled maintenance activities network infrastructure may require temporary rerouting traffic,Neutral
'kzsol9y',silence deafen,Neutral
'kzspwzy',quantum also saint paul notice ping change track time day test look pattern well test many different machine convenient know neighbor quantum see hop network compare fast equipment useless latency kill connection consider possibility equipment cause work rule connection behave similarly would help rule,Neutral
'kztaax6',see less im minneapolis st paul hub us see high ip could local hardware problem street,Neutral
'kztnvqt',fan pod find similar mesh network equipment plume although netgear orbi wifi system,Neutral
'kztpak7',unless pay extra euro plus subscription service advance control like parental control network security control may miss inclusion additional charge,Neutral
'kztpgss',interest find much time tech charge absolutely nothing,Neutral
'kzuaf25',number finally get order talk anyone like op provide literally everything even completely lose point go call bank block thank goodness record whole call say account disable since pay service since,Neutral
'kzue5va',slight hiccup post chat quantum fix issue though,Neutral
'kzuef8q',worry things subscription eero plus either probably miss part think good far plan keep,Neutral
'kzuf1m7',systems try wrap additional feature subscription find quantum fiber generous cover well make full feature robust system tester family children house type feature set control would want,Neutral
'kzuoybv',include switch quantum im cl symmetrical life dont want increase cost service also dont want force move cl quantum miss price life contract,Neutral
'kzvh6w1',contractor quantum come yesterday wasnt home place aerial drop think go use exist pot drop go bunch bush block side house demarcation turn go fiber connection point utility pole short distance west house access fiber plug outdoor rat fiber run fiber utility pole directly front house run fiber attachement point place years ago bundle remain fiber base house leave technician finish install tomorrow let know final installation go tomorrow,Neutral
'kzvmcm0',cl tech tell cap way increase,Neutral
'kzvnuju',havent see anything im nw hill qf isnt change physical connection ive never hear anyone say faster cheaper cl,Neutral
'kzvroog',say upgrade modem random email,Neutral
'kzvsu3i',also ping web page,Neutral
'kzvueqe',update much appreciate currently cl fiber assume know always dangerous theyll use exist drop maybe change ont mostly curious tech time get dial one shoot issue,Neutral
